Date,Country Name,iOS,Android,Unknown,Windows,Samsung,Nokia Unknown,BlackBerry OS,Linux,Other,Series 40,SymbianOS,Sony Ericsson,Playstation,LG,OS X,Maemo 5,bada,Nintendo,Nintendo 3DS,MeeGo,JAVA,Firefox OS,Tizen,WAP,webOS,LiMo,Motorola,Palm,KaiOS,Rex,DangerOS,Brew,Sailfish
2013-03-01,Iceland,53.77,38.26,0.09,4.97,0.01,,0.31,0.04,0.0,0.63,1.21,0.07,0.49,,,,0.01,0.02,0.04,0.06,,,,,,,,,,,,,
2013-04-01,Iceland,50.0,40.22,0.11,6.65,0.0,,0.37,0.08,0.01,0.7,1.04,0.09,0.6,,,,0.02,0.02,0.06,0.04,,,,,,,,,,,,,
2013-05-01,Iceland,49.57,40.22,0.05,7.56,0.01,,0.33,0.07,0.01,0.72,0.6,0.07,0.7,,,,0.02,0.01,0.02,0.05,,,,,,,,,,,,,
2013-06-01,Iceland,53.31,41.24,0.09,2.65,0.06,,0.52,0.32,0.01,0.48,0.54,0.05,0.66,,,,0.01,0.0,0.01,0.05,,,,,,,,,,,,,
2013-07-01,Iceland,52.17,40.67,0.03,4.19,0.01,,0.54,0.2,0.0,0.66,0.67,0.05,0.66,,,,0.0,0.06,0.04,0.04,,,,,,,,,,,,,
2013-08-01,Iceland,51.47,40.89,0.05,4.18,0.08,,0.91,0.31,0.01,0.94,0.4,0.02,0.66,,,,0.02,0.0,0.02,0.04,,,,,,,,,,,,,
2013-09-01,Iceland,52.54,41.08,0.1,3.52,0.04,,0.75,0.09,0.0,0.73,0.42,0.03,0.59,,,,0.01,0.01,0.02,0.07,,,,,,,,,,,,,
2013-10-01,Iceland,53.36,40.19,0.36,3.27,0.01,,0.65,0.06,0.0,0.99,0.51,0.02,0.48,,,,0.02,0.03,0.0,0.05,,,,,,,,,,,,,
2013-11-01,Iceland,54.22,40.38,0.03,3.18,0.01,,0.64,0.09,0.0,0.67,0.22,0.02,0.46,,,,0.01,0.01,0.0,0.05,,,,,,,,,,,,,
2013-12-01,Iceland,55.64,38.67,0.03,3.53,0.01,,0.56,0.21,0.01,0.77,0.32,0.01,0.19,,,,0.0,0.01,0.01,0.03,,,,,,,,,,,,,
2019-01-01,Macedonia,14.7,84.44,0.05,0.37,0.3,0.01,0.02,0.02,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,Macedonia,15.12,84.0,0.1,0.41,0.18,0.01,0.02,0.03,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,Macedonia,13.95,85.41,0.05,0.34,0.17,0.01,0.01,0.02,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,Macedonia,13.27,86.11,0.03,0.35,0.16,0.01,0.02,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,Macedonia,13.34,86.08,0.01,0.33,0.17,0.02,0.02,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,Macedonia,12.95,86.41,0.02,0.4,0.15,0.01,0.03,0.01,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,Macedonia,14.28,85.01,0.02,0.39,0.2,0.02,0.02,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,Macedonia,13.92,85.41,0.02,0.31,0.25,0.03,0.02,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,Macedonia,13.35,85.97,0.01,0.32,0.3,0.01,0.02,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,Macedonia,12.88,86.58,0.03,0.22,0.21,0.01,0.01,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,Macedonia,14.44,85.16,0.03,0.22,0.09,0.0,0.03,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,Macedonia,14.35,85.28,0.01,0.18,0.12,0.01,0.02,0.01,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,
2010-01-01,Jamaica,23.64,1.25,21.41,1.83,2.18,,5.71,,0.09,,28.81,9.66,5.01,0.12,,0.0,,0.24,,,0.03,,,,0.01,,,,,,,,
2010-02-01,Jamaica,22.37,1.62,19.96,1.37,1.34,,7.19,,0.02,,27.17,13.18,5.15,0.24,,0.0,,0.26,,,0.09,,,,0.02,,,,,,,,
2010-03-01,Jamaica,19.54,2.1,19.9,1.43,1.88,,7.07,,0.01,,29.48,11.52,5.99,0.53,,0.0,,0.45,,,0.09,,,,0.0,,,,,,,,
2010-04-01,Jamaica,20.25,1.89,17.67,0.9,1.94,,8.5,,0.01,,29.51,8.62,9.76,0.1,,0.0,,0.75,,,0.05,,,,0.04,,,,,,,,
2010-05-01,Jamaica,23.44,2.01,14.17,0.22,3.68,,9.28,,0.0,,27.22,8.84,10.54,0.16,,0.0,,0.28,,,0.04,,,,0.12,,,,,,,,
2010-06-01,Jamaica,22.23,3.05,14.07,0.32,5.07,,6.65,,0.0,,29.99,7.51,10.63,0.06,,0.0,,0.33,,,0.08,,,,0.02,,,,,,,,
2010-07-01,Jamaica,16.83,4.56,11.2,0.83,8.58,,8.67,,0.0,,35.95,6.26,6.63,0.08,,0.0,,0.35,,,0.05,,,,0.0,,,,,,,,
2010-08-01,Jamaica,14.65,2.96,11.85,0.66,16.92,,7.53,,0.0,,33.0,6.27,5.48,0.34,,0.0,,0.28,,,0.03,,,,0.01,,,,,,,,
2010-09-01,Jamaica,19.66,4.0,13.48,0.7,4.85,,13.5,,0.0,,32.05,7.5,3.59,0.3,,0.0,,0.24,,,0.11,,,,0.01,,,,,,,,
2010-10-01,Jamaica,24.43,4.92,5.86,1.69,1.72,,18.84,,0.01,,30.71,6.01,5.33,0.15,,0.0,,0.29,,,0.01,,,,0.04,,,,,,,,
2010-11-01,Jamaica,17.51,6.29,9.57,1.63,4.28,,18.91,,0.01,,26.9,10.16,3.79,0.37,,0.19,,0.25,,,0.11,,,,0.02,,,,,,,,
2010-12-01,Jamaica,18.43,5.87,8.78,1.59,3.75,,20.42,,0.01,,27.3,7.85,4.95,0.28,,0.33,,0.35,,,0.06,,,,0.03,,,,,,,,
2016-01-01,Croatia,16.83,76.23,0.08,5.37,0.65,0.21,0.1,0.05,0.02,0.28,0.09,0.03,,0.07,,,,,,,,,,,,,,,,,,,
2016-02-01,Croatia,16.85,75.55,0.07,5.89,0.72,0.28,0.1,0.06,0.02,0.29,0.09,0.04,,0.06,,,,,,,,,,,,,,,,,,,
2016-03-01,Croatia,16.97,75.13,0.08,5.54,0.82,0.28,0.1,0.05,0.02,0.33,0.55,0.06,,0.07,,,,,,,,,,,,,,,,,,,
2016-04-01,Croatia,17.31,75.58,0.06,5.21,0.84,0.25,0.13,0.04,0.02,0.32,0.14,0.04,,0.05,,,,,,,,,,,,,,,,,,,
2016-05-01,Croatia,17.88,74.53,0.07,5.1,1.27,0.32,0.17,0.03,0.02,0.39,0.09,0.05,,0.09,,,,,,,,,,,,,,,,,,,
2016-06-01,Croatia,16.18,78.73,0.04,3.78,0.78,0.1,0.1,0.02,0.01,0.19,0.04,0.02,,0.02,,,,,,,,,,,,,,,,,,,
2016-07-01,Croatia,19.77,73.19,0.06,4.66,1.55,0.15,0.1,0.03,0.02,0.33,0.08,0.03,,0.04,,,,,,,,,,,,,,,,,,,
2016-08-01,Croatia,19.57,73.6,0.05,4.52,1.59,0.16,0.09,0.02,0.02,0.26,0.09,0.01,,0.03,,,,,,,,,,,,,,,,,,,
2016-09-01,Croatia,17.64,76.57,0.04,4.02,1.11,0.16,0.07,0.02,0.01,0.17,0.14,0.01,,0.02,,,,,,,,,,,,,,,,,,,
2016-10-01,Croatia,17.47,76.78,0.05,4.19,1.01,0.16,0.08,0.02,0.01,0.16,0.03,0.02,,0.02,,,,,,,,,,,,,,,,,,,
2016-11-01,Croatia,17.1,77.91,0.03,4.1,0.42,0.12,0.11,0.02,0.01,0.13,0.04,0.01,,0.01,,,,,,,,,,,,,,,,,,,
2016-12-01,Croatia,17.19,77.65,0.05,4.16,0.44,0.14,0.09,0.02,0.01,0.16,0.06,0.01,,0.02,,,,,,,,,,,,,,,,,,,
2019-01-01,Portugal,25.26,73.82,0.01,0.42,0.37,0.05,0.02,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,
2019-02-01,Portugal,25.93,73.16,0.01,0.39,0.41,0.05,0.02,,0.03,,,,0.02,,,,,,,,,,,,,,,,,,,,
2019-03-01,Portugal,23.41,75.78,0.02,0.37,0.32,0.03,0.01,,0.03,,,,0.02,,,,,,,,,,,,,,,,,,,,
2019-04-01,Portugal,20.98,78.39,0.01,0.27,0.27,0.02,0.02,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,
2019-05-01,Portugal,23.65,75.75,0.02,0.34,0.13,0.05,0.03,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,
2019-06-01,Portugal,24.09,75.32,0.02,0.29,0.15,0.07,0.02,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,
2019-07-01,Portugal,24.46,74.95,0.02,0.29,0.16,0.08,0.01,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,
2019-08-01,Portugal,24.59,74.81,0.01,0.3,0.18,0.06,0.02,,0.02,,,,0.01,,,,,,,,,,,,,,,,,,,,
2019-09-01,Portugal,23.51,75.98,0.02,0.23,0.17,0.05,0.01,,0.02,,,,0.01,,,,,,,,,,,,,,,,,,,,
2019-10-01,Portugal,21.59,78.02,0.02,0.17,0.13,0.03,0.01,,0.02,,,,0.01,,,,,,,,,,,,,,,,,,,,
2019-11-01,Portugal,21.95,77.69,0.01,0.2,0.11,0.02,0.01,,0.02,,,,0.01,,,,,,,,,,,,,,,,,,,,
2019-12-01,Portugal,21.88,77.81,0.02,0.14,0.1,0.02,0.01,,0.01,,,,0.01,,,,,,,,,,,,,,,,,,,,
2009-01-01,Isreal,31.34,0.01,8.54,2.12,0.0,,0.02,,0.05,,56.5,0.0,1.4,,0.04,,,,,,,,,,,,,,,,,,
2009-02-01,Isreal,36.9,0.09,7.61,1.95,0.0,,0.06,,0.13,,52.42,0.0,0.75,,0.1,,,,,,,,,,,,,,,,,,
2009-03-01,Isreal,42.79,0.05,7.24,1.36,0.0,,0.05,,0.0,,47.84,0.0,0.53,,0.14,,,,,,,,,,,,,,,,,,
2009-04-01,Isreal,47.29,0.13,8.7,0.89,0.0,,0.08,,0.0,,42.26,0.0,0.54,,0.11,,,,,,,,,,,,,,,,,,
2009-05-01,Isreal,40.03,0.02,9.38,1.04,0.0,,0.13,,0.0,,48.83,0.0,0.48,,0.1,,,,,,,,,,,,,,,,,,
2009-06-01,Isreal,38.0,0.02,11.24,1.23,0.0,,0.14,,0.02,,48.77,0.0,0.5,,0.08,,,,,,,,,,,,,,,,,,
2009-07-01,Isreal,36.57,0.16,16.1,1.18,0.1,,0.25,,0.0,,42.38,2.61,0.59,,0.05,,,,,,,,,,,,,,,,,,
2009-08-01,Isreal,36.85,0.36,3.5,1.72,0.48,,0.36,,0.01,,45.19,10.83,0.57,,0.12,,,,,,,,,,,,,,,,,,
2009-09-01,Isreal,31.46,0.44,3.57,1.61,0.47,,0.39,,0.01,,49.92,11.64,0.4,,0.08,,,,,,,,,,,,,,,,,,
2009-10-01,Isreal,28.71,0.48,3.18,1.08,0.34,,0.25,,0.04,,53.74,11.76,0.38,,0.05,,,,,,,,,,,,,,,,,,
2009-11-01,Isreal,27.97,0.54,3.0,1.2,0.44,,0.24,,0.02,,55.75,10.5,0.33,,0.02,,,,,,,,,,,,,,,,,,
2009-12-01,Isreal,33.97,0.71,2.5,1.13,0.44,,0.42,,0.02,,51.52,8.78,0.36,,0.15,,,,,,,,,,,,,,,,,,
2015-01-01,Estonia,22.11,71.39,0.03,4.86,0.02,0.04,0.06,0.13,0.02,0.29,0.19,0.08,0.67,0.05,,,0.02,,,0.03,,,,,,,,,,,,,0.01
2015-02-01,Estonia,22.31,71.47,0.04,4.53,0.03,0.03,0.09,0.12,0.03,0.25,0.19,0.03,0.8,0.05,,,0.01,,,0.02,,,,,,,,,,,,,0.01
2015-03-01,Estonia,22.99,71.31,0.07,4.45,0.04,0.01,0.08,0.2,0.01,0.28,0.23,0.03,0.21,0.02,,,0.01,,,0.03,,,,,,,,,,,,,0.02
2015-04-01,Estonia,22.23,72.28,0.11,4.11,0.11,0.01,0.1,0.22,0.01,0.35,0.19,0.02,0.17,0.07,,,0.01,,,0.02,,,,,,,,,,,,,0.01
2015-05-01,Estonia,26.94,67.97,0.07,4.12,0.02,0.06,0.07,0.17,0.0,0.25,0.17,0.02,0.1,0.01,,,0.01,,,0.01,,,,,,,,,,,,,0.01
2015-06-01,Estonia,24.93,69.14,0.2,4.52,0.04,0.07,0.16,0.22,0.0,0.3,0.17,0.01,0.17,0.02,,,0.02,,,0.01,,,,,,,,,,,,,0.01
2015-07-01,Estonia,25.33,69.11,0.05,3.81,0.03,0.13,0.35,0.3,0.01,0.32,0.41,0.01,0.07,0.01,,,0.02,,,0.02,,,,,,,,,,,,,0.01
2015-08-01,Estonia,24.14,71.5,0.16,2.84,0.06,0.27,0.16,0.11,0.01,0.23,0.38,0.01,0.03,0.02,,,0.01,,,0.03,,,,,,,,,,,,,0.02
2015-09-01,Estonia,23.09,72.65,0.2,2.74,0.06,0.15,0.22,0.21,0.0,0.32,0.25,0.01,0.04,0.02,,,0.01,,,0.01,,,,,,,,,,,,,0.01
2015-10-01,Estonia,23.1,73.14,0.18,2.49,0.08,0.15,0.17,0.18,0.0,0.25,0.14,0.0,0.06,0.01,,,0.01,,,0.01,,,,,,,,,,,,,0.01
2015-11-01,Estonia,23.5,72.39,0.31,2.72,0.06,0.16,0.08,0.21,0.0,0.29,0.2,0.01,0.04,0.01,,,0.01,,,0.0,,,,,,,,,,,,,0.01
2015-12-01,Estonia,25.24,71.09,0.16,2.38,0.1,0.19,0.15,0.17,0.0,0.29,0.14,0.01,0.04,0.01,,,0.01,,,0.01,,,,,,,,,,,,,0.01
2012-01-01,Kyrgyzstan,2.01,5.94,11.26,0.52,3.91,,0.08,0.06,0.01,0.0,72.26,3.25,,0.41,,0.05,0.16,,,0.03,,,,,,,0.04,,,,,,
2012-02-01,Kyrgyzstan,2.14,5.64,13.06,0.75,4.63,,0.07,0.06,0.0,0.0,69.68,3.23,,0.42,,0.05,0.22,,,0.02,,,,,,,0.03,,,,,,
2012-03-01,Kyrgyzstan,2.06,6.88,13.58,0.6,4.07,,0.11,0.08,0.02,0.0,69.03,3.08,,0.25,,0.03,0.18,,,0.02,,,,,,,0.03,,,,,,
2012-04-01,Kyrgyzstan,3.2,7.47,12.79,0.48,3.48,,0.11,0.17,0.0,3.36,65.62,2.83,,0.2,,0.02,0.19,,,0.04,,,,,,,0.05,,,,,,
2012-05-01,Kyrgyzstan,2.89,8.51,12.83,0.65,3.44,,0.24,0.14,0.0,14.68,53.75,2.39,,0.22,,0.02,0.21,,,0.02,,,,,,,0.03,,,,,,
2012-06-01,Kyrgyzstan,3.54,9.13,13.51,0.37,3.55,,0.1,0.16,0.02,22.57,44.8,1.8,,0.2,,0.07,0.14,,,0.02,,,,,,,0.02,,,,,,
2012-07-01,Kyrgyzstan,4.02,9.0,13.7,0.57,2.98,,0.15,0.25,0.0,33.69,33.72,1.61,,0.11,,0.02,0.11,,,0.06,,,,,,,0.01,,,,,,
2012-08-01,Kyrgyzstan,6.29,12.04,12.18,0.31,2.75,,0.45,0.21,0.01,35.19,28.7,1.45,,0.17,,0.01,0.2,,,0.03,,,,,,,0.01,,,,,,
2012-09-01,Kyrgyzstan,6.38,15.3,11.11,0.53,2.59,,0.37,0.17,0.03,32.34,29.55,1.24,,0.11,,0.01,0.15,,,0.12,,,,,,,0.0,,,,,,
2012-10-01,Kyrgyzstan,4.61,14.48,11.26,0.62,2.7,,0.41,0.38,0.01,32.43,31.02,1.52,,0.26,,0.03,0.19,,,0.05,,,,,,,0.01,,,,,,
2012-11-01,Kyrgyzstan,5.17,17.94,13.54,0.65,2.53,,0.49,0.2,0.03,29.38,27.99,1.67,,0.1,,0.02,0.22,,,0.06,,,,,,,0.01,,,,,,
2012-12-01,Kyrgyzstan,7.12,19.98,13.41,0.52,2.4,,0.68,0.29,0.01,26.51,26.96,1.54,,0.07,,0.0,0.35,,,0.15,,,,,,,0.0,,,,,,
2014-01-01,Bosnia And Herzegovina,11.36,70.54,1.22,4.52,1.31,0.01,0.54,0.14,0.01,4.67,3.79,0.7,0.01,0.92,,,0.2,,,0.05,,,,,,,,,,,,,
2014-02-01,Bosnia And Herzegovina,10.25,73.03,1.04,4.7,1.59,0.02,0.57,0.12,0.0,4.14,2.95,0.67,0.06,0.61,,,0.2,,,0.04,,,,,,,,,,,,,
2014-03-01,Bosnia And Herzegovina,10.93,75.26,0.84,4.36,1.12,0.01,0.57,0.12,0.0,3.05,2.6,0.47,0.03,0.43,,,0.19,,,0.03,,,,,,,,,,,,,
2014-04-01,Bosnia And Herzegovina,11.34,77.29,0.69,4.12,0.77,0.01,0.44,0.09,0.0,2.45,1.96,0.4,0.03,0.28,,,0.11,,,0.03,,,,,,,,,,,,,
2014-05-01,Bosnia And Herzegovina,10.19,76.1,0.77,4.57,1.05,0.01,0.64,0.13,0.0,3.16,2.36,0.41,0.04,0.38,,,0.15,,,0.04,,,,,,,,,,,,,
2014-06-01,Bosnia And Herzegovina,10.1,77.29,0.6,4.69,0.7,0.01,0.6,0.15,0.0,2.7,2.15,0.41,0.06,0.36,,,0.14,,,0.05,,,,,,,,,,,,,
2014-07-01,Bosnia And Herzegovina,11.96,76.5,0.66,4.39,0.6,0.02,0.65,0.12,0.0,2.38,1.76,0.36,0.05,0.37,,,0.13,,,0.04,,,,,,,,,,,,,
2014-08-01,Bosnia And Herzegovina,11.56,77.11,0.54,4.51,0.51,0.02,0.59,0.12,0.0,2.43,1.73,0.42,0.03,0.28,,,0.11,,,0.04,,,,,,,,,,,,,
2014-09-01,Bosnia And Herzegovina,9.58,79.13,0.39,4.77,0.7,0.01,0.56,0.12,0.0,2.12,1.72,0.41,0.02,0.33,,,0.1,,,0.04,,,,,,,,,,,,,
2014-10-01,Bosnia And Herzegovina,9.4,80.07,0.32,4.85,0.54,0.01,0.46,0.1,0.0,1.92,1.48,0.34,0.03,0.35,,,0.1,,,0.03,,,,,,,,,,,,,
2014-11-01,Bosnia And Herzegovina,9.07,81.37,0.28,4.7,0.51,0.01,0.35,0.08,0.0,1.46,1.33,0.44,0.04,0.25,,,0.08,,,0.04,,,,,,,,,,,,,
2014-12-01,Bosnia And Herzegovina,9.22,82.59,0.25,4.36,0.41,0.02,0.26,0.06,0.01,1.3,0.99,0.22,0.03,0.2,,,0.08,,,0.02,,,,,,,,,,,,,
2011-01-01,Latvia,18.93,22.51,4.09,1.22,3.34,,0.31,0.0,0.01,,38.89,8.56,0.45,0.46,,1.22,0.0,0.0,,0.0,0.01,,,,,,,,,,,,
2011-02-01,Latvia,21.0,21.8,3.84,1.54,3.58,,0.42,0.0,0.04,,37.86,8.13,0.54,0.7,,0.53,0.0,0.02,,0.0,0.0,,,,,,,,,,,,
2011-03-01,Latvia,22.6,21.97,3.98,1.76,4.21,,0.29,0.0,0.02,,37.46,6.4,0.39,0.5,,0.37,0.0,0.02,,0.0,0.02,,,,,,,,,,,,
2011-04-01,Latvia,20.62,25.7,3.3,1.74,4.3,,0.34,0.0,0.01,,35.93,7.03,0.31,0.21,,0.25,0.25,0.0,,0.0,0.01,,,,,,,,,,,,
2011-05-01,Latvia,20.09,29.58,3.03,1.4,2.29,,0.36,0.0,0.0,,37.14,4.54,0.3,0.24,,0.35,0.6,0.04,,0.0,0.03,,,,,,,,,,,,
2011-06-01,Latvia,19.23,33.95,3.1,1.69,1.95,,0.36,0.0,0.06,,34.65,3.63,0.25,0.23,,0.24,0.5,0.16,,0.0,0.0,,,,,,,,,,,,
2011-07-01,Latvia,19.05,30.28,4.44,0.77,2.59,,0.56,0.0,0.07,,35.91,5.01,0.25,0.43,,0.22,0.43,0.01,,0.0,0.0,,,,,,,,,,,,
2011-08-01,Latvia,15.94,33.94,3.64,0.82,2.29,,0.41,0.0,0.01,,36.44,4.95,0.3,0.61,,0.12,0.47,0.03,,0.0,0.04,,,,,,,,,,,,
2011-09-01,Latvia,18.64,35.97,3.46,1.26,2.8,,0.43,0.0,0.01,,31.91,4.22,0.26,0.44,,0.1,0.51,0.0,,0.0,0.01,,,,,,,,,,,,
2011-10-01,Latvia,17.26,38.67,3.11,1.14,2.4,,0.47,0.23,0.02,,30.4,4.82,0.23,0.39,,0.14,0.67,0.01,,0.03,0.01,,,,,,,,,,,,
2011-11-01,Latvia,17.65,36.93,3.3,1.02,2.61,,0.5,0.53,0.0,,30.64,4.05,1.09,0.89,,0.12,0.55,0.0,,0.09,0.03,,,,,,,,,,,,
2011-12-01,Latvia,16.44,36.18,3.02,0.97,2.89,,0.84,0.54,0.01,,32.32,4.51,0.95,0.56,,0.11,0.46,0.01,,0.18,0.0,,,,,,,,,,,,
2012-01-01,China,12.6,23.08,21.59,0.41,1.96,0.0,0.4,0.05,0.02,0.0,39.02,0.6,0.03,0.03,0.0,0.02,0.02,,,0.06,,,,,0.04,,0.06,,,,,,
2012-02-01,China,12.79,25.89,22.62,0.41,1.81,0.0,0.36,0.05,0.01,0.0,35.28,0.52,0.02,0.03,0.0,0.01,0.02,,,0.08,,,,,0.04,,0.05,,,,,,
2012-03-01,China,15.8,36.17,26.78,0.35,0.94,0.0,0.36,0.07,0.02,0.0,18.75,0.48,0.02,0.01,0.0,0.02,0.03,,,0.11,,,,,0.03,,0.05,,,,,,
2012-04-01,China,16.65,36.06,26.84,0.36,1.09,0.0,0.39,0.11,0.02,0.12,17.61,0.5,0.02,0.01,0.0,0.02,0.03,,,0.09,,,,,0.03,,0.05,,,,,,
2012-05-01,China,16.01,38.97,25.59,0.47,1.04,0.01,0.37,0.14,0.01,0.53,16.24,0.37,0.02,0.01,0.0,0.01,0.03,,,0.1,,,,,0.03,,0.03,,,,,,
2012-06-01,China,15.85,44.92,22.35,0.64,0.67,0.0,0.3,0.2,0.01,0.64,13.8,0.33,0.02,0.01,0.04,0.02,0.03,,,0.1,,,,,0.02,,0.03,,,,,,
2012-07-01,China,19.76,46.25,19.26,0.72,0.89,0.0,0.19,0.22,0.02,0.79,10.55,0.23,0.03,0.0,0.94,0.01,0.03,,,0.07,,,,,0.02,,0.02,,,,,,
2012-08-01,China,14.13,50.8,21.25,0.87,0.92,0.0,0.16,0.21,0.01,0.97,9.37,0.28,0.02,0.01,0.89,0.01,0.02,,,0.06,,,,,0.02,,0.01,,,,,,
2012-09-01,China,11.75,50.3,24.38,0.63,1.0,0.0,0.14,0.17,0.01,1.09,10.0,0.4,0.01,0.01,0.01,0.01,0.02,,,0.05,,,,,0.01,,0.01,,,,,,
2012-10-01,China,11.29,53.6,22.8,0.68,0.97,0.0,0.14,0.14,0.01,0.94,9.02,0.28,0.01,0.02,0.01,0.01,0.01,,,0.04,,,,,0.01,,0.02,,,,,,
2012-11-01,China,12.88,60.77,15.72,0.66,1.17,0.0,0.15,0.14,0.01,0.95,7.12,0.25,0.01,0.01,0.02,0.01,0.01,,,0.04,,,,,0.01,,0.06,,,,,,
2012-12-01,China,14.33,72.1,7.65,0.62,0.96,0.12,0.11,0.12,0.01,0.49,3.2,0.14,0.01,0.0,0.01,0.01,0.01,,,0.07,,,,,0.01,,0.05,,,,,,
2018-01-01,Albania,31.69,66.03,0.06,1.05,0.3,0.18,0.21,0.02,0.04,0.35,0.07,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,Albania,32.53,65.32,0.1,0.99,0.33,0.16,0.17,0.02,0.03,0.29,0.06,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,Albania,30.99,67.06,0.04,0.96,0.27,0.17,0.15,0.02,0.03,0.26,0.06,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,Albania,31.89,66.2,0.05,0.87,0.33,0.16,0.14,0.02,0.04,0.26,0.04,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,Albania,31.82,66.52,0.05,0.84,0.23,0.13,0.12,0.01,0.04,0.2,0.04,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,Albania,31.19,67.05,0.04,0.9,0.15,0.15,0.16,0.01,0.02,0.28,0.04,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,Albania,30.17,68.12,0.02,0.86,0.23,0.14,0.15,0.01,0.03,0.24,0.03,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,Albania,31.88,66.47,0.03,0.82,0.36,0.13,0.13,0.01,0.02,0.12,0.03,,,,,,,,,,,,,,,,,,,,,,
2018-09-01,Albania,35.59,62.91,0.02,0.73,0.4,0.12,0.1,0.02,0.01,0.07,0.02,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,Albania,35.23,63.33,0.03,0.65,0.39,0.12,0.12,0.02,0.01,0.06,0.04,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,Albania,37.17,61.02,0.04,0.84,0.49,0.13,0.11,0.03,0.02,0.09,0.06,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,Albania,34.27,64.19,0.02,0.7,0.47,0.1,0.08,0.03,0.01,0.07,0.06,,,,,,,,,,,,,,,,,,,,,,
2010-01-01,Belarus,4.1,0.14,12.71,0.86,2.41,,0.06,,0.0,,48.76,30.5,0.0,0.34,,0.0,,,,,0.11,,,,,,,,,,,,
2010-02-01,Belarus,3.39,0.18,13.38,0.6,2.71,,0.02,,0.0,,47.39,31.71,0.09,0.27,,0.0,,,,,0.28,,,,,,,,,,,,
2010-03-01,Belarus,3.42,0.33,13.5,0.58,2.7,,0.04,,0.0,,52.88,26.13,0.03,0.26,,0.0,,,,,0.13,,,,,,,,,,,,
2010-04-01,Belarus,3.87,0.4,13.79,0.59,3.6,,0.08,,0.0,,52.16,24.95,0.02,0.39,,0.0,,,,,0.15,,,,,,,,,,,,
2010-05-01,Belarus,3.4,0.66,15.56,0.54,3.42,,0.23,,0.0,,51.89,23.47,0.03,0.47,,0.0,,,,,0.34,,,,,,,,,,,,
2010-06-01,Belarus,3.35,0.88,17.48,0.44,3.32,,0.23,,0.0,,50.76,21.95,0.02,1.44,,0.0,,,,,0.12,,,,,,,,,,,,
2010-07-01,Belarus,3.26,3.12,17.07,0.76,3.0,,0.15,,0.0,,49.46,21.57,0.02,1.49,,0.0,,,,,0.1,,,,,,,,,,,,
2010-08-01,Belarus,3.6,4.71,16.48,0.69,3.44,,0.22,,0.0,,47.07,22.69,0.01,0.98,,0.0,,,,,0.09,,,,,,,,,,,,
2010-09-01,Belarus,3.46,7.68,19.56,0.76,3.76,,0.18,,0.0,,44.49,18.51,0.01,1.52,,0.0,,,,,0.07,,,,,,,,,,,,
2010-10-01,Belarus,3.2,9.43,12.56,1.37,3.0,,0.13,,0.0,,45.16,23.81,0.02,1.27,,0.0,,,,,0.06,,,,,,,,,,,,
2010-11-01,Belarus,3.3,13.88,11.28,1.41,3.51,,0.16,,0.01,,48.09,16.6,0.02,1.61,,0.02,,,,,0.12,,,,,,,,,,,,
2010-12-01,Belarus,3.35,16.85,10.45,1.82,3.25,,0.09,,0.01,,48.35,14.76,0.01,0.9,,0.07,,,,,0.09,,,,,,,,,,,,
2013-01-01,Belize,34.48,47.65,3.2,0.97,2.34,,2.21,0.06,0.0,1.56,1.49,0.47,0.24,0.18,,,0.06,0.19,4.83,0.01,,,,,0.03,,0.04,,,,,,
2013-02-01,Belize,33.51,45.78,3.61,1.0,2.29,,2.25,0.1,0.07,2.41,0.91,0.13,0.33,0.22,,,0.05,0.12,7.01,0.07,,,,,0.05,,0.11,,,,,,
